employee_id,name,department_id,position_id,subsidiary,hire_date,salary,email,status
E-2315,  Bob Grace  ,D-6,P-17,mfg,21-02-2025,57285,emp2315@meridian.com,active
E-2316,Alice Wang,D-33,P-70,mfg,2026-08-05,48845,emp2316@meridian. co,active
E-2317,XAVIER FRANK,D-14,P-10,retail,03-02-2016,"$46,376.00",emp2317@meridian.com,active
E-2318,Zane Chen,D-7,P-67,saas,01/05/2020,"$43,435.00",emp2318@meridian. co,active
E-2319,Yuki Alice,D-36,P-110,retail,01/17/2023,43719,emp2319@meridian. co,active
E-2320,Yuki Hu,D-18,P-87,retail,27-09-2018,41758,  emp2320@meridian.COM  ,active
E-2321,David Guo,D-30,P-81,retail,17-07-2025,"$33,190.00",  emp2321@meridian. co  ,left
E-2322,mona leo,D-16,P-92,saas,2020-05-10,"46 623,00",emp2322@meridian. co,left
E-2323,Sun Wu,D-20,P-63,mfg,09/15/2016,33520,emp2323@meridian. co,active
E-2324,Grace Yuki,D-33,P-38,retail,09/01/2016,14665,emp2324@meridian.COM,active
E-2325,Chen Wendy,D-32,P-35,saas,08/24/2015,29020,emp2325@meridian.COM,active
E-2326,Mona Eve,D-19,P-120,retail,02/16/2024,26822,emp2326@meridian.COM,active
E-2327,Yuki Wu,D-10,P-10,mfg,08/15/2021,55751,  emp2327@meridian.com  ,left
E-2328,  Henry Rose  ,D-40,P-41,retail,26-04-2018,56876,emp2328@meridian.com,active
E-2329,Eve Karen,D-37,P-28,mfg,03/12/2016,5045,emp2329@meridian. co,active
E-2330,Sam Zhang,D-20,P-60,saas,2019-09-10,18064,EMP2330@MERIDIAN.COM,active
E-2331,liu guo,D-15,P-23,mfg,10/13/2018,"$39,393.00",emp2331@meridian. co,active
E-2332,rose wu,D-21,P-116,saas,07/04/2017,19154,EMP2332@MERIDIAN.COM,active
E-2333,Mona Jack,D-24,P-36,retail,07/09/2020,"$40,366.00",emp2333@meridian.com,active
E-2334,Carol Leo,D-33,P-42,saas,10/25/2020,49182,emp2334@meridian.com,active
E-2335,  Zhang Zane  ,D-16,P-62,mfg,09/25/2024,"$34,384.00",emp2335@meridian.com,active
E-2336,  Frank Alice  ,D-30,P-24,mfg,08/16/2024,18040,emp2336@meridian. co,active
E-2337,Wu Liu,D-24,P-41,retail,2016-12-02,"$29,383.00",EMP2337@MERIDIAN.COM,active
E-2338,Yuki Ivy,D-2,P-28,retail,02/01/2026,45941,EMP2338@MERIDIAN.COM,left
E-2339,MONA CHEN,D-23,P-117,retail,02/07/2025,"$48,054.00",emp2339@meridian.com,active
E-2340,Zhang Li,D-16,P-73,retail,04/18/2023,"$13,862.00",emp2340@meridian. co,active
E-2341,CAROL VERA,D-40,P-31,retail,05/01/2022,23 902,EMP2341@MERIDIAN. CO,active
E-2342,Wu Frank,D-4,P-93,retail,2022-06-20,"$51,614.00",EMP2342@MERIDIAN. CO,active
E-2343,Henry Grace,D-9,P-17,mfg,2017-11-23,34842,emp2343@meridian.COM,active
E-2344,MONA LEO,D-4,P-16,retail,2018-09-05,17432,emp2344@meridian. co,active
E-2345,  Xu Yuki  ,D-29,P-28,saas,2018-09-27,55478,emp2345@meridian.com,active
E-2346,David Chen,D-4,P-79,retail,2020-06-24,"$6,462.00",EMP2346@MERIDIAN.COM,active
E-2347,Alice Liu,D-1,P-104,retail,2019-01-09,"$49,005.00",emp2347@meridian.COM,active
E-2348,  Chen Yuki  ,D-15,P-89,retail,25-03-2019,"$53,393.00",emp2348@meridian.com,active
E-2349,Wu Alice,D-35,P-30,mfg,23-08-2024,14 227,emp2349@meridian. co,active
E-2350,Chen Alice,D-8,P-58,retail,12/20/2019,"$20,069.00",emp2350@meridian.com,active
E-2351,Carol Grace,D-23,P-60,retail,2017-10-02,"34 939,00",  emp2351@meridian. co  ,active
E-2352,Li Xu,D-40,P-86,retail,04-11-2023,46450,EMP2352@MERIDIAN.COM,active
E-2353,Bob Quinn,D-16,P-34,saas,07/14/2020,"20 227,00",emp2353@meridian.com,active
E-2354,  Carol Wu  ,D-4,P-110,saas,21-01-2026,"$51,890.00",  emp2354@meridian. co  ,active
E-2355,VERA SAM,D-28,P-30,mfg,01/21/2017,56950,emp2355@meridian. co,active
E-2356,WENDY FRANK,D-10,P-23,retail,02-04-2022,55 240,emp2356@meridian. co,active
E-2357,  Frank Xu  ,D-4,P-83,saas,18-04-2026,19 267,  emp2357@meridian. co  ,active
E-2358,Paul Yuki,D-30,P-97,mfg,04-12-2019,45588,  emp2358@meridian.COM  ,active
E-2359,Sam Xavier,D-8,P-95,mfg,2023-01-28,"$46,536.00",EMP2359@MERIDIAN.COM,active
E-2360,Jack Eve,D-19,P-104,retail,08/09/2018,20819,  emp2360@meridian.com  ,active
E-2361,IVY WANG,D-17,P-24,mfg,2022-12-15,"$10,451.00",EMP2361@MERIDIAN.COM,active
E-2362,Sun Liu,D-19,P-37,retail,01/10/2024,58527,  emp2362@meridian. co  ,left
E-2363,Lin Hu,D-13,P-52,retail,2017-05-28,43672,emp2363@meridian.COM,active
E-2364,Umar Zhou,D-36,P-46,retail,19-02-2023,14 174,EMP2364@MERIDIAN.COM,active
E-2365,  Hu Bob  ,D-11,P-110,saas,2026-12-28,11358,emp2365@meridian.COM,active
E-2366,Alice Tina,D-39,P-49,retail,01-05-2026,17244,  emp2366@meridian. co  ,active
E-2367,umar grace,D-31,P-97,retail,10/03/2019,16 554,EMP2367@MERIDIAN.COM,active
E-2368,Mona Jack,D-10,P-103,mfg,12/01/2017,15667,emp2368@meridian.COM,active
E-2369,QUINN SAM,D-1,P-90,mfg,08/27/2021,"$28,284.00",emp2369@meridian. co,active
E-2370,tina xavier,D-25,P-119,retail,2022-02-10,32036,EMP2370@MERIDIAN.COM,active
E-2371,WANG GRACE,D-3,P-101,retail,12/22/2021,5450,  emp2371@meridian.COM  ,active
E-2372,Wu Olive,D-2,P-97,mfg,2021-06-21,57014,emp2372@meridian. co,active
E-2373,  Alice Wang  ,D-13,P-89,retail,11/07/2025,"$32,934.00",emp2373@meridian.COM,active
E-2374,David Vera,D-28,P-20,retail,2019-08-16,54584,emp2374@meridian.com,active
E-2375,Rose Nick,D-37,P-52,retail,21-08-2021,59601,emp2375@meridian.com,active
E-2376,  Frank Liu  ,D-6,P-60,retail,01/25/2025,"$47,343.00",emp2376@meridian. co,active
E-2377,Zhang Henry,D-13,P-80,saas,04/22/2025,52286,EMP2377@MERIDIAN.COM,active
E-2378,CHEN VERA,D-28,P-60,mfg,22-03-2018,"$18,605.00",emp2378@meridian. co,active
E-2379,BOB JACK,D-30,P-73,retail,07/02/2024,"$52,498.00",emp2379@meridian.com,left
E-2380,Mona Zhao,D-16,P-42,retail,2020-01-01,14373,emp2380@meridian. co,active
E-2381,Leo Grace,D-1,P-85,saas,2023-10-10,57 298,EMP2381@MERIDIAN. CO,active
E-2382,ROSE DAVID,D-8,P-57,retail,09/20/2022,54 179,emp2382@meridian.COM,active
E-2383,HENRY NICK,D-28,P-120,retail,2019-04-25,"$36,357.00",emp2383@meridian.COM,active
E-2384,HU LIN,D-33,P-69,mfg,02/22/2021,55137,EMP2384@MERIDIAN.COM,active
E-2385,Zhou Leo,D-31,P-2,saas,2015-10-08,13706,emp2385@meridian. co,active
E-2386,  Alice Zhao  ,D-13,P-76,saas,2016-06-18,17713,EMP2386@MERIDIAN. CO,active
E-2387,  Frank Karen  ,D-11,P-25,mfg,01/27/2021,29123,EMP2387@MERIDIAN.COM,active
E-2388,Sun Paul,D-39,P-108,retail,2023-11-22,13119,EMP2388@MERIDIAN. CO,active
E-2389,IVY LI,D-29,P-120,saas,23-05-2023,"$8,023.00",emp2389@meridian. co,active
E-2390,WU SUN,D-15,P-7,mfg,05/08/2025,7839,emp2390@meridian. co,active
E-2391,Grace Umar,D-25,P-89,mfg,2023-12-13,41698,  emp2391@meridian.com  ,active
E-2392,Wu Karen,D-12,P-60,mfg,2018-09-23,45481,emp2392@meridian.com,active
E-2393,yuki zane,D-7,P-33,retail,2016-12-14,59394,emp2393@meridian. co,active
E-2394,JACK ZHAO,D-35,P-60,mfg,2026-02-05,51143,emp2394@meridian.com,active
E-2395,UMAR WU,D-36,P-41,retail,2015-04-23,"$24,834.00",emp2395@meridian.com,left
E-2396,Liu Umar,D-17,P-81,retail,2017-03-17,57 349,emp2396@meridian.com,active
E-2397,Rose Carol,D-24,P-97,saas,03/21/2022,49209,emp2397@meridian. co,active
E-2398,Eve Sam,D-32,P-31,saas,2025-07-17,8951,  emp2398@meridian.COM  ,active
E-2399,Henry Wendy,D-19,P-59,retail,15-01-2015,10996,  emp2399@meridian.COM  ,active
E-2400,FRANK NICK,D-13,P-71,retail,01/08/2023,"$19,081.00",emp2400@meridian. co,active
E-2401,Bob Frank,D-33,P-47,saas,2026-08-10,20307,emp2401@meridian. co,active
E-2402,Bob Quinn,D-9,P-58,mfg,08/06/2023,47573,emp2402@meridian.com,left
E-2403,XU WENDY,D-33,P-60,retail,11/26/2018,"$43,617.00",emp2403@meridian.com,active
E-2404,Hu Nick,D-5,P-94,mfg,2019-11-21,10521,emp2404@meridian.com,active
E-2405,LIN XU,D-14,P-12,mfg,2016-01-21,46336,EMP2405@MERIDIAN.COM,active
E-2406,xavier chen,D-16,P-116,mfg,13-07-2019,"$7,407.00",EMP2406@MERIDIAN.COM,active
E-2407,Eve Li,D-24,P-19,retail,2020-07-10,53649,emp2407@meridian.com,left
E-2408,Lin Yuki,D-9,P-50,retail,09/08/2015,15224,  emp2408@meridian. co  ,active
E-2409,Eve Wang,D-17,P-80,retail,01/05/2026,42633,emp2409@meridian.COM,active
E-2410,  Bob Yuki  ,D-14,P-25,retail,01/18/2016,28238,EMP2410@MERIDIAN.COM,active
E-2411,Karen Ivy,D-11,P-22,saas,2019-06-05,57 133,EMP2411@MERIDIAN.COM,active
E-2412,Wang Karen,D-35,P-73,retail,2015-07-27,16 899,emp2412@meridian.COM,active
E-2413,Bob Zhang,D-23,P-20,mfg,2022-02-18,5882,  emp2413@meridian.COM  ,active
E-2414,Nick Sun,D-12,P-105,retail,2026-11-05,46318,  emp2414@meridian. co  ,active
E-2415,Wang Bob,D-6,P-52,retail,13-02-2025,56108,emp2415@meridian.com,active
E-2416,ZANE CHEN,D-3,P-91,mfg,11/11/2021,"$8,993.00",  emp2416@meridian. co  ,active
E-2417,Xavier Hu,D-4,P-15,retail,01/09/2021,42714,EMP2417@MERIDIAN.COM,left
E-2418,Bob Eve,D-34,P-111,mfg,04/04/2021,"$46,924.00",EMP2418@MERIDIAN. CO,active
E-2419,LIN XU,D-9,P-36,saas,2020-02-06,23 386,emp2419@meridian. co,left
E-2420,  Vera Wang  ,D-2,P-19,retail,2025-08-25,"$49,060.00",emp2420@meridian. co,active
E-2421,LEO DAVID,D-4,P-112,mfg,06/09/2024,26 841,  emp2421@meridian. co  ,active
E-2422,SUN ZHAO,D-34,P-15,retail,08/24/2024,"$46,833.00",EMP2422@MERIDIAN.COM,active
E-2423,  Chen Olive  ,D-4,P-110,retail,2021-11-12,52 966,EMP2423@MERIDIAN.COM,active
E-2424,Sam Tina,D-21,P-86,mfg,2019-07-14,57648,  emp2424@meridian.com  ,active
E-2425,Eve Wendy,D-38,P-56,retail,04/09/2021,16803,emp2425@meridian.com,active
E-2426,Lin Tina,D-6,P-26,retail,06/16/2017,16990,  emp2426@meridian. co  ,active
E-2427,leo alice,D-14,P-114,saas,2026-02-04,"$13,393.00",EMP2427@MERIDIAN. CO,active
E-2428,Umar Guo,D-10,P-87,mfg,06-02-2018,50 242,  emp2428@meridian.com  ,active
E-2429,Eve Paul,D-17,P-69,retail,2026-06-20,"19 448,00",EMP2429@MERIDIAN. CO,active
E-2430,  Chen Zhou  ,D-32,P-17,mfg,22-09-2025,18615,emp2430@meridian. co,active
E-2431,  Quinn Zane  ,D-38,P-23,retail,2015-05-01,40779,emp2431@meridian. co,active
E-2432,Grace Sun,D-7,P-113,retail,20-08-2021,"$5,373.00",  emp2432@meridian.COM  ,active
E-2433,  Xu Quinn  ,D-27,P-97,retail,2015-11-19,"$7,610.00",  emp2433@meridian.com  ,active
E-2434,  Paul Wendy  ,D-24,P-106,retail,09/04/2017,21152,EMP2434@MERIDIAN. CO,active
E-2435,Henry Umar,D-2,P-51,retail,12/11/2024,44 899,  emp2435@meridian.COM  ,left
E-2436,  Paul Guo  ,D-24,P-6,mfg,2015-10-21,"$36,047.00",  emp2436@meridian.com  ,left
E-2437,HENRY HENRY,D-5,P-64,saas,2024-02-19,10238,emp2437@meridian. co,active
E-2438,WANG BOB,D-14,P-97,mfg,19-07-2024,"49 547,00",emp2438@meridian.COM,active
E-2439,LEO GUO,D-24,P-53,saas,09/17/2015,14166,EMP2439@MERIDIAN. CO,active
E-2440,Zhang Eve,D-10,P-7,mfg,2024-09-16,33672,emp2440@meridian.COM,active
E-2441,QUINN LIN,D-16,P-112,retail,03/24/2024,"$35,124.00",emp2441@meridian.com,active
E-2442,David Mona,D-4,P-61,retail,2020-05-25,14495,emp2442@meridian.com,active
E-2443,olive xavier,D-35,P-49,retail,07/21/2016,"$26,767.00",emp2443@meridian.COM,active
E-2444,  Sam Li  ,D-39,P-10,saas,2016-02-08,56114,EMP2444@MERIDIAN.COM,left
E-2445,Leo Wang,D-14,P-11,mfg,03/03/2015,"$17,346.00",emp2445@meridian.com,active
E-2446,Yuki Zhou,D-13,P-118,mfg,2026-05-05,"$13,044.00",  emp2446@meridian.COM  ,active
E-2447,Carol Chen,D-11,P-19,mfg,2015-01-27,52936,emp2447@meridian. co,active
E-2448,DAVID ROSE,D-3,P-64,mfg,2024-02-16,"$41,108.00",emp2448@meridian.COM,active
E-2449,  Wu Li  ,D-16,P-106,retail,03/22/2022,42157,  emp2449@meridian. co  ,active
E-2450,Tina Yuki,D-31,P-107,mfg,10/15/2025,"$41,674.00",emp2450@meridian.COM,active
E-2451,jack wu,D-25,P-78,retail,2022-09-07,22845,emp2451@meridian.com,active
E-2452,IVY LI,D-12,P-112,mfg,04/01/2022,"$52,299.00",EMP2452@MERIDIAN.COM,active
E-2453,JACK LI,D-15,P-16,retail,2016-01-09,"$5,252.00",emp2453@meridian.com,active
E-2454,  Zhang Guo  ,D-25,P-37,retail,05/03/2026,52893,EMP2454@MERIDIAN. CO,active
E-2455,Umar Liu,D-36,P-61,retail,2026-01-03,14062,  emp2455@meridian.COM  ,active
E-2456,david xu,D-25,P-45,saas,2020-04-02,49420,EMP2456@MERIDIAN.COM,active
E-2457,Li Zhou,D-24,P-99,retail,12/16/2018,25605,EMP2457@MERIDIAN. CO,left
E-2458,Alice Tina,D-29,P-91,mfg,09-10-2025,6444,emp2458@meridian. co,active
E-2459,Umar Hu,D-40,P-28,retail,2018-12-25,43 897,  emp2459@meridian.com  ,left
E-2460,Wang Alice,D-24,P-106,retail,04/06/2026,10805,emp2460@meridian.com,active
E-2461,Wu Carol,D-1,P-118,retail,05-08-2024,12332,emp2461@meridian.com,active
E-2462,hu zhao,D-6,P-71,mfg,03/11/2026,30660,EMP2462@MERIDIAN.COM,active
E-2463,Lin Bob,D-39,P-56,saas,2020-06-04,12704,EMP2463@MERIDIAN. CO,left
E-2464,Tina Grace,D-7,P-68,retail,23-02-2018,"$16,916.00",emp2464@meridian.COM,active
E-2465,Grace Olive,D-12,P-48,retail,2018-01-10,"$26,794.00",EMP2465@MERIDIAN.COM,active
E-2466,  Zhang Jack  ,D-9,P-34,retail,11/12/2026,42239,emp2466@meridian.com,active
E-2467,  Lin Mona  ,D-40,P-33,retail,2019-09-12,10 894,emp2467@meridian. co,active
E-2468,Nick Sun,D-17,P-80,retail,2025-09-25,7100,  emp2468@meridian.COM  ,active
E-2469,Lin Guo,D-2,P-24,retail,02/22/2025,"$23,789.00",  emp2469@meridian.com  ,active
E-2470,  Sun Jack  ,D-38,P-103,saas,27-06-2017,28691,emp2470@meridian.COM,active
E-2471,  Henry Grace  ,D-40,P-100,retail,05/07/2023,"$18,787.00",EMP2471@MERIDIAN.COM,active
E-2472,  Ivy Mona  ,D-16,P-17,mfg,26-02-2026,18 671,emp2472@meridian.com,active
E-2473,david wang,D-39,P-112,mfg,2023-05-28,27750,emp2473@meridian.com,active
E-2474,Xu David,D-27,P-21,mfg,2022-01-09,29844,EMP2474@MERIDIAN. CO,left
E-2475,  Wu Paul  ,D-38,P-34,mfg,2021-06-21,45920,emp2475@meridian.COM,left
E-2476,DAVID ZHANG,D-24,P-82,saas,2022-06-09,17 633,EMP2476@MERIDIAN.COM,active
E-2477,ZHOU NICK,D-36,P-6,saas,2022-02-15,"$13,104.00",emp2477@meridian.com,active
E-2478,eve umar,D-34,P-36,retail,26-08-2023,12177,  emp2478@meridian.com  ,active
E-2479,GUO QUINN,D-11,P-63,retail,10/19/2021,50927,emp2479@meridian. co,left
E-2480,  Sam Zhao  ,D-27,P-107,mfg,2022-12-11,"$6,229.00",EMP2480@MERIDIAN.COM,active
E-2481,Carol Wu,D-8,P-1,mfg,15-01-2024,46703,emp2481@meridian.com,active
E-2482,  Carol Vera  ,D-34,P-55,mfg,2015-10-12,"25 675,00",emp2482@meridian.COM,active
E-2483,  Chen Alice  ,D-13,P-118,retail,2022-01-02,16492,emp2483@meridian.COM,active
E-2484,  Chen Ivy  ,D-10,P-81,retail,2020-10-21,32891,EMP2484@MERIDIAN.COM,active
E-2485,XU ZHOU,D-29,P-28,mfg,12/07/2019,"$14,001.00",EMP2485@MERIDIAN.COM,active
E-2486,CAROL WU,D-20,P-92,saas,26-03-2019,"5 285,00",EMP2486@MERIDIAN.COM,left
E-2487,Leo Nick,D-29,P-62,retail,04-01-2022,23518,EMP2487@MERIDIAN.COM,left
E-2488,  Karen Mona  ,D-11,P-24,retail,13-10-2018,17824,EMP2488@MERIDIAN. CO,active
E-2489,Vera Jack,D-5,P-28,retail,10-09-2016,"28 785,00",EMP2489@MERIDIAN.COM,active
E-2490,  Li Umar  ,D-23,P-104,mfg,2020-09-12,24072,emp2490@meridian.com,active
E-2491,Hu Alice,D-29,P-90,saas,24-06-2018,"5 549,00",EMP2491@MERIDIAN.COM,active
E-2492,Alice Alice,D-29,P-76,mfg,13-01-2023,"41 319,00",emp2492@meridian.COM,active
E-2493,  Sun David  ,D-38,P-54,retail,2023-03-27,45158,  emp2493@meridian. co  ,active
E-2494,  Wu Eve  ,D-26,P-50,retail,08-12-2019,43133,  emp2494@meridian.COM  ,active
E-2495,  Li Mona  ,D-36,P-12,retail,2025-08-09,39 192,emp2495@meridian. co,active
E-2496,Alice Wu,D-36,P-39,retail,2015-06-26,41366,emp2496@meridian. co,active
E-2497,TINA TINA,D-35,P-25,mfg,09/03/2026,26 669,emp2497@meridian. co,active
E-2498,  Sam Wendy  ,D-38,P-12,retail,2022-07-06,11926,emp2498@meridian. co,active
E-2499,  Grace Wu  ,D-23,P-90,retail,08-02-2015,"$8,052.00",  emp2499@meridian. co  ,active
E-2500,LI MONA,D-17,P-54,retail,2026-06-20,54965,  emp2500@meridian.com  ,active
E-2501,Paul Sun,D-26,P-90,retail,12/04/2018,55389,emp2501@meridian. co,left
E-2502,Li Wu,D-31,P-9,mfg,17-01-2020,27479,  emp2502@meridian.com  ,active
E-2503,Zhang Vera,D-27,P-45,mfg,06/06/2020,"$29,672.00",EMP2503@MERIDIAN.COM,active
E-2504,Zhang Rose,D-5,P-9,mfg,2022-11-10,8347,emp2504@meridian. co,active
E-2505,David Chen,D-16,P-13,retail,2020-11-21,16050,  emp2505@meridian.com  ,active
E-2506,  Bob Umar  ,D-20,P-78,mfg,03/28/2017,"$58,933.00",emp2506@meridian. co,active
E-2507,  Sam Tina  ,D-39,P-20,mfg,08/26/2024,"15 736,00",emp2507@meridian.com,active
E-2508,Carol Alice,D-24,P-4,saas,10/14/2022,46254,emp2508@meridian. co,active
E-2509,Zane Zane,D-18,P-76,retail,14-05-2025,"$34,537.00",emp2509@meridian. co,active
E-2510,WU GUO,D-30,P-62,retail,09/28/2017,28029,emp2510@meridian. co,active
E-2511,Yuki Zhao,D-35,P-20,retail,07/08/2020,45379,  emp2511@meridian.COM  ,active
E-2512,sam rose,D-17,P-108,retail,2023-07-09,22457,  emp2512@meridian. co  ,active
E-2513,Chen Frank,D-34,P-40,retail,2016-01-13,10842,EMP2513@MERIDIAN.COM,active
E-2514,Wu Sun,D-19,P-55,mfg,2017-03-20,"14 205,00",emp2514@meridian.COM,active
E-2515,Henry Nick,D-12,P-15,retail,2015-01-25,31290,EMP2515@MERIDIAN.COM,active
E-2516,Chen Leo,D-10,P-77,saas,17-04-2026,22540,emp2516@meridian. co,active
E-2517,li frank,D-38,P-57,retail,2020-07-01,47214,emp2517@meridian.com,active
E-2518,Frank Olive,D-2,P-38,mfg,13-08-2017,56164,  emp2518@meridian. co  ,active
E-2519,Jack Wu,D-36,P-49,retail,2018-09-06,"$57,607.00",emp2519@meridian.com,left
E-2520,paul lin,D-31,P-111,mfg,11-07-2018,"$22,421.00",  emp2520@meridian. co  ,active
E-2521,Sam Wu,D-18,P-60,saas,06/05/2026,42133,emp2521@meridian.com,left
E-2522,sam karen,D-4,P-115,mfg,2019-03-02,"$34,988.00",emp2522@meridian.com,active
E-2523,  Liu Sun  ,D-20,P-71,retail,18-04-2025,15540,  emp2523@meridian.COM  ,active
E-2524,Zhou Jack,D-36,P-49,retail,2022-08-17,"47 630,00",emp2524@meridian. co,active
E-2525,  Zhang Wendy  ,D-14,P-97,saas,2021-02-07,"12 743,00",  emp2525@meridian.com  ,active
E-2526,Frank Zhao,D-15,P-74,retail,2015-12-25,14221,EMP2526@MERIDIAN.COM,active
E-2527,Alice Li,D-15,P-40,retail,2018-11-14,"$50,750.00",emp2527@meridian.COM,active
E-2528,Eve Nick,D-35,P-97,retail,02/03/2016,50474,emp2528@meridian.COM,active
E-2529,Yuki Sun,D-31,P-116,retail,2026-12-12,50462,emp2529@meridian. co,active
E-2530,GUO MONA,D-22,P-20,saas,2019-07-07,18 393,emp2530@meridian.com,active
E-2531,KAREN XU,D-19,P-48,saas,13-01-2022,58352,EMP2531@MERIDIAN. CO,active
E-2532,Hu Vera,D-13,P-69,retail,2022-07-16,"$31,199.00",emp2532@meridian.COM,active
E-2533,Liu Sun,D-18,P-26,retail,2018-09-19,"$23,517.00",EMP2533@MERIDIAN.COM,active
E-2534,LIU WU,D-2,P-44,retail,2024-01-12,46163,emp2534@meridian.com,active
E-2535,Jack Zhao,D-11,P-73,retail,11/28/2018,7316,EMP2535@MERIDIAN. CO,active
E-2536,Paul Lin,D-16,P-41,retail,07/03/2018,36506,EMP2536@MERIDIAN. CO,left
E-2537,  Carol Wu  ,D-3,P-110,retail,2025-07-10,"15 984,00",emp2537@meridian. co,active
E-2538,Umar Lin,D-24,P-4,mfg,2026-02-23,47224,EMP2538@MERIDIAN.COM,active
E-2539,BOB HENRY,D-6,P-4,retail,10/18/2026,"$35,758.00",EMP2539@MERIDIAN.COM,active
E-2540,zane karen,D-3,P-15,mfg,03/08/2016,9425,emp2540@meridian.COM,left
E-2541,Xu David,D-21,P-51,retail,10/08/2021,"55 868,00",emp2541@meridian.com,active
E-2542,QUINN UMAR,D-15,P-87,mfg,01/21/2024,38413,emp2542@meridian.COM,active
E-2543,Carol Jack,D-17,P-93,mfg,12/10/2022,57225,emp2543@meridian.com,active
E-2544,PAUL CHEN,D-39,P-117,retail,2015-12-13,"$34,874.00",EMP2544@MERIDIAN.COM,active
E-2545,  Alice Wendy  ,D-1,P-46,mfg,11/17/2018,16751,  emp2545@meridian. co  ,active
E-2546,GUO BOB,D-37,P-22,saas,2020-08-14,"$40,088.00",EMP2546@MERIDIAN. CO,active
E-2547,Zane Tina,D-36,P-41,mfg,2015-11-09,26522,  emp2547@meridian. co  ,active
E-2548,Rose Chen,D-5,P-19,retail,2015-10-10,40248,emp2548@meridian. co,active
E-2549,yuki karen,D-22,P-95,retail,2021-09-09,"41 139,00",emp2549@meridian.com,active
E-2550,Mona Zane,D-32,P-50,mfg,2020-03-20,"$7,665.00",emp2550@meridian. co,active
E-2551,Xavier Wu,D-24,P-120,saas,2019-07-26,48598,emp2551@meridian.COM,left
E-2552,Li Sam,D-3,P-14,retail,2015-11-18,45543,emp2552@meridian.com,active
E-2553,Wu Zhou,D-32,P-38,saas,03/13/2018,"39 146,00",emp2553@meridian. co,active
E-2554,  Eve Yuki  ,D-9,P-64,retail,2015-03-26,12942,emp2554@meridian.com,left
E-2555,Sam Quinn,D-29,P-80,retail,01/01/2018,9654,  emp2555@meridian.COM  ,active
E-2556,  Eve Grace  ,D-6,P-61,retail,2024-10-25,40 748,emp2556@meridian.com,active
E-2557,Nick Nick,D-20,P-34,retail,2023-03-17,"$42,858.00",EMP2557@MERIDIAN.COM,active
E-2558,GUO YUKI,D-19,P-77,mfg,06/12/2017,46006,  emp2558@meridian.com  ,left
E-2559,grace carol,D-7,P-118,retail,10/01/2015,"21 100,00",emp2559@meridian.com,active
E-2560,Bob Alice,D-5,P-84,retail,2018-10-23,17198,  emp2560@meridian. co  ,active
E-2561,  Umar Carol  ,D-29,P-72,retail,02/19/2019,54444,emp2561@meridian. co,active
E-2562,Paul Henry,D-30,P-101,retail,08/03/2022,14784,EMP2562@MERIDIAN.COM,active
E-2563,WU CAROL,D-17,P-4,retail,02/27/2016,"$49,978.00",  emp2563@meridian. co  ,active
E-2564,Zhao Karen,D-14,P-96,retail,2020-06-10,"$33,035.00",  emp2564@meridian.COM  ,active
E-2565,SAM WU,D-6,P-85,saas,2018-09-19,40047,emp2565@meridian.com,active
E-2566,Bob Hu,D-7,P-117,retail,12/19/2018,"$15,968.00",emp2566@meridian.com,active
E-2567,CAROL XU,D-13,P-36,mfg,03/03/2018,58921,emp2567@meridian.COM,active
E-2568,Alice Chen,D-15,P-43,retail,2022-03-22,52 125,emp2568@meridian.COM,active
E-2569,  Sam Zhou  ,D-37,P-46,retail,15-04-2026,11 503,emp2569@meridian. co,left
E-2570,Leo Eve,D-22,P-27,mfg,2017-11-07,48046,emp2570@meridian. co,active
E-2571,wendy carol,D-21,P-102,retail,2019-07-19,38648,emp2571@meridian. co,left
E-2572,  Zane Eve  ,D-36,P-27,saas,12/26/2018,"$48,645.00",  emp2572@meridian.COM  ,left
E-2573,LIU WANG,D-27,P-60,saas,27-12-2020,"27 328,00",emp2573@meridian. co,active
E-2574,Liu Xu,D-15,P-95,retail,08/15/2023,13957,emp2574@meridian. co,active
E-2575,Wang Carol,D-17,P-1,mfg,2023-03-10,19537,  emp2575@meridian.com  ,active
E-2576,GRACE UMAR,D-26,P-29,saas,09/16/2025,"$28,825.00",emp2576@meridian.COM,active
E-2577,Zhao Wu,D-17,P-70,mfg,2025-06-09,14600,emp2577@meridian. co,active
E-2578,Zane Mona,D-21,P-77,retail,02/23/2020,"$31,709.00",emp2578@meridian. co,active
E-2579,Tina Ivy,D-8,P-63,mfg,12/08/2016,"$11,005.00",emp2579@meridian.COM,active
E-2580,Zhao Zhao,D-19,P-55,saas,01/06/2015,"$29,687.00",emp2580@meridian. co,active
E-2581,ROSE CHEN,D-34,P-82,retail,03/19/2019,"6 372,00",emp2581@meridian. co,active
E-2582,YUKI YUKI,D-30,P-28,mfg,04/06/2015,"$7,406.00",emp2582@meridian. co,active
E-2583,Nick Ivy,D-13,P-14,retail,2019-01-07,"$19,884.00",emp2583@meridian.COM,active
E-2584,  Leo Tina  ,D-36,P-77,retail,2019-08-28,7946,  emp2584@meridian.COM  ,active
E-2585,HENRY GRACE,D-20,P-53,retail,12/21/2021,5813,emp2585@meridian.com,left
E-2586,Wu Wendy,D-23,P-65,retail,09/15/2026,44595,  emp2586@meridian.COM  ,left
E-2587,Zhang Quinn,D-29,P-46,retail,2017-09-03,47640,emp2587@meridian.COM,active
