lead_id,channel_id,company,email,created_at,quality
LD-2486,CH-7,  Blue Sun lead0  ,lead2485@sales.net,2025-04-21,warm
LD-2487,CH-1,Tyrell Corp lead1,lead2486@sales.net,07-09-2026,HOT
LD-2488,CH-5,TYRELL CORP LEAD2,lead2487@leads.io,2025-11-14,HOT
LD-2489,CH-3,blue sun lead3,  lead2488@prospect.com  ,2025-10-25,cold
LD-2490,CH-2,Initech lead4,lead2489@sales.net,06/21/2026,HOT
LD-2491,CH-5,  Vandelay lead5  ,lead2490@leads.io,11/04/2025,HOT
LD-2492,CH-4,OSCORP LEAD6,  lead2491@prospect.com  ,2026-06-26,cold
LD-2493,CH-8,  Stark Industries lead7  ,lead2492@prospect.com,08/25/2025,cold
LD-2494,CH-8,Cyberdyne lead8,lead2493@sales.net,07-04-2026,hot
LD-2495,CH-2,Aperture lead9,lead2494@leads.io,2026-10-21,hot
LD-2496,CH-6,OSCORP LEAD10,lead2495@leads.io,2025-07-03,cold
LD-2497,CH-7,INITECH LEAD11,  lead2496@prospect.com  ,2025-09-16,HOT
LD-2498,CH-6,Pied Piper lead12,LEAD2497@SALES.NET,04/06/2026,cold
LD-2499,CH-6,Oscorp lead13,lead2498@leads.io,2025-06-23,HOT
LD-2500,CH-3,Wayne Enterprises lead14,lead2499@prospect.com,11/07/2025,hot
LD-2501,CH-6,  Dunder Mifflin lead15  ,lead2500@prospect.com,06/23/2026,warm
LD-2502,CH-3,  Stark Industries lead16  ,lead2501@prospect.com,03/13/2026,warm
LD-2503,CH-3,vandelay lead17,LEAD2502@PROSPECT.COM,04-10-2026,HOT
LD-2504,CH-1,WAYNE ENTERPRISES LEAD18,lead2503@sales.net,08/24/2026,hot
LD-2505,CH-3,LexCorp lead19,  lead2504@sales.net  ,2026-10-01,cold
LD-2506,CH-7,INITECH LEAD20,lead2505@leads.io,2025-10-06,cold
LD-2507,CH-3,Cyberdyne lead21,  lead2506@prospect.com  ,01-02-2025,hot
LD-2508,CH-1,Dunder Mifflin lead22,  lead2507@leads.io  ,2025-12-06,warm
LD-2509,CH-2,STARK INDUSTRIES LEAD23,lead2508@leads.io,2025-10-23,cold
LD-2510,CH-3,WAYNE ENTERPRISES LEAD24,lead2509@prospect.com,2026-10-02,warm
LD-2511,CH-5,BLACK MESA LEAD25,lead2510@prospect.com,06-02-2026,warm
LD-2512,CH-8,Black Mesa lead26,  lead2511@sales.net  ,2025-02-23,HOT
LD-2513,CH-4,Weyland-Yutani lead27,  lead2512@sales.net  ,08/17/2026,warm
LD-2514,CH-7,Black Mesa lead28,lead2513@prospect.com,05/02/2026,cold
LD-2515,CH-6,OSCORP LEAD29,lead2514@leads.io,10/20/2026,HOT
LD-2516,CH-8,  Stark Industries lead30  ,lead2515@prospect.com,2026-04-10,hot
LD-2517,CH-6,vandelay lead31,lead2516@sales.net,11-06-2026,hot
LD-2518,CH-3,Pied Piper lead32,lead2517@leads.io,2025-01-09,warm
LD-2519,CH-1,Stark Industries lead33,lead2518@prospect.com,04/25/2025,cold
LD-2520,CH-7,INITECH LEAD34,lead2519@leads.io,2025-06-25,hot
LD-2521,CH-7,Aperture lead35,lead2520@leads.io,05/02/2025,warm
LD-2522,CH-1,aperture lead36,  lead2521@leads.io  ,02/13/2026,HOT
LD-2523,CH-3,cyberdyne lead37,lead2522@prospect.com,05/25/2026,hot
LD-2524,CH-7,ACME CORP LEAD38,lead2523@leads.io,2026-01-08,warm
LD-2525,CH-5,Black Mesa lead39,lead2524@prospect.com,04/09/2025,HOT
LD-2526,CH-2,BLUE SUN LEAD40,lead2525@sales.net,2026-01-09,HOT
LD-2527,CH-8,  Cyberdyne lead41  ,LEAD2526@SALES.NET,10/28/2026,HOT
LD-2528,CH-5,Blue Sun lead42,lead2527@sales.net,2026-07-08,warm
LD-2529,CH-7,CYBERDYNE LEAD43,lead2528@leads.io,2026-01-12,hot
LD-2530,CH-7,  Cyberdyne lead44  ,lead2529@sales.net,2025-11-03,hot
LD-2531,CH-6,  Vandelay lead45  ,lead2530@prospect.com,2025-07-16,warm
LD-2532,CH-7,LEXCORP LEAD46,lead2531@leads.io,2025-11-22,HOT
LD-2533,CH-5,wayne enterprises lead47,LEAD2532@PROSPECT.COM,2026-04-24,hot
LD-2534,CH-8,PIED PIPER LEAD48,lead2533@sales.net,05/24/2025,HOT
LD-2535,CH-4,Initech lead49,LEAD2534@SALES.NET,05/24/2026,warm
LD-2536,CH-3,Globex lead50,  lead2535@sales.net  ,28-12-2025,hot
LD-2537,CH-8,PIED PIPER LEAD51,  lead2536@sales.net  ,2025-03-24,HOT
LD-2538,CH-5,vandelay lead52,  lead2537@sales.net  ,12/12/2025,HOT
LD-2539,CH-2,Globex lead53,lead2538@sales.net,2025-12-12,cold
LD-2540,CH-4,BLACK MESA LEAD54,lead2539@leads.io,2026-06-17,HOT
LD-2541,CH-7,  Cyberdyne lead55  ,  lead2540@sales.net  ,2025-11-21,HOT
LD-2542,CH-4,Globex lead56,lead2541@prospect.com,2026-01-04,cold
LD-2543,CH-3,  Aperture lead57  ,  lead2542@leads.io  ,2025-11-05,warm
LD-2544,CH-2,Stark Industries lead58,lead2543@prospect.com,2026-07-26,cold
LD-2545,CH-7,Oscorp lead59,LEAD2544@SALES.NET,07/12/2026,cold
LD-2546,CH-5,HOOLI LEAD60,lead2545@sales.net,07/19/2025,HOT
LD-2547,CH-7,  Wayne Enterprises lead61  ,lead2546@leads.io,2026-07-17,HOT
LD-2548,CH-6,Initech lead62,  lead2547@prospect.com  ,14-01-2026,HOT
LD-2549,CH-2,INITECH LEAD63,lead2548@leads.io,02/12/2026,warm
LD-2550,CH-4,  Hooli lead64  ,lead2549@sales.net,2026-09-11,warm
LD-2551,CH-4,Pied Piper lead65,lead2550@leads.io,09/15/2025,cold
LD-2552,CH-1,Stark Industries lead66,LEAD2551@SALES.NET,11/04/2026,hot
LD-2553,CH-2,  Globex lead67  ,lead2552@leads.io,2025-09-27,warm
LD-2554,CH-6,Black Mesa lead68,lead2553@prospect.com,14-09-2026,cold
LD-2555,CH-2,Aperture lead69,lead2554@sales.net,04/28/2026,warm
LD-2556,CH-6,STARK INDUSTRIES LEAD70,lead2555@sales.net,07/18/2026,HOT
LD-2557,CH-8,Globex lead0,lead2556@prospect.com,26-06-2025,warm
LD-2558,CH-4,Oscorp lead1,LEAD2557@LEADS.IO,2026-03-08,warm
LD-2559,CH-3,INITECH LEAD2,lead2558@prospect.com,05-10-2025,hot
LD-2560,CH-3,lexcorp lead3,LEAD2559@LEADS.IO,2026-05-13,cold
LD-2561,CH-8,HOOLI LEAD4,lead2560@leads.io,2025-09-20,HOT
LD-2562,CH-8,Globex lead5,LEAD2561@PROSPECT.COM,2026-10-17,warm
LD-2563,CH-2,DUNDER MIFFLIN LEAD6,lead2562@sales.net,2025-05-14,warm
LD-2564,CH-6,Aperture lead7,  lead2563@leads.io  ,21-02-2026,cold
LD-2565,CH-1,CYBERDYNE LEAD8,LEAD2564@PROSPECT.COM,2026-11-22,warm
LD-2566,CH-1,Blue Sun lead9,lead2565@sales.net,2026-07-23,HOT
LD-2567,CH-6,  Umbrella Co lead10  ,lead2566@prospect.com,2025-04-24,cold
LD-2568,CH-3,Dunder Mifflin lead11,lead2567@sales.net,2026-01-10,hot
LD-2569,CH-2,WONKA LEAD12,lead2568@prospect.com,2026-11-11,hot
LD-2570,CH-7,Umbrella Co lead13,LEAD2569@SALES.NET,22-07-2026,hot
LD-2571,CH-1,LexCorp lead14,lead2570@prospect.com,08/18/2026,HOT
LD-2572,CH-6,Umbrella Co lead15,  lead2571@sales.net  ,08-12-2026,cold
LD-2573,CH-4,Oscorp lead16,  lead2572@sales.net  ,2026-06-11,cold
LD-2574,CH-5,Acme Corp lead17,lead2573@leads.io,02/05/2026,hot
LD-2575,CH-7,MASSIVE DYNAMIC LEAD18,  lead2574@prospect.com  ,24-07-2025,cold
LD-2576,CH-3,black mesa lead19,LEAD2575@SALES.NET,02/25/2026,hot
LD-2577,CH-2,Vandelay lead20,lead2576@leads.io,2026-04-03,hot
LD-2578,CH-4,  Hooli lead21  ,lead2577@leads.io,01-07-2026,hot
LD-2579,CH-6,CYBERDYNE LEAD22,lead2578@prospect.com,02/01/2026,warm
LD-2580,CH-8,OSCORP LEAD23,LEAD2579@SALES.NET,01-11-2026,HOT
LD-2581,CH-6,OSCORP LEAD24,LEAD2580@LEADS.IO,2026-04-12,HOT
LD-2582,CH-4,OSCORP LEAD25,lead2581@prospect.com,2025-09-27,cold
LD-2583,CH-3,Hooli lead26,  lead2582@leads.io  ,2026-06-10,HOT
LD-2584,CH-2,Oscorp lead27,lead2583@leads.io,26-09-2026,HOT
LD-2585,CH-2,Hooli lead28,lead2584@sales.net,2026-12-03,HOT
LD-2586,CH-2,Black Mesa lead29,lead2585@sales.net,2026-08-21,cold
LD-2587,CH-2,weyland-yutani lead30,  lead2586@leads.io  ,10/24/2025,cold
LD-2588,CH-6,  Wonka lead31  ,  lead2587@sales.net  ,2026-09-06,cold
LD-2589,CH-3,HOOLI LEAD32,lead2588@prospect.com,03/24/2025,hot
LD-2590,CH-2,Wonka lead33,  lead2589@leads.io  ,2025-06-17,HOT
LD-2591,CH-7,LEXCORP LEAD34,lead2590@leads.io,2026-05-26,HOT
LD-2592,CH-4,Oscorp lead35,LEAD2591@SALES.NET,13-04-2025,HOT
LD-2593,CH-8,MASSIVE DYNAMIC LEAD36,lead2592@prospect.com,12/23/2025,warm
LD-2594,CH-5,tyrell corp lead37,  lead2593@leads.io  ,2026-08-05,cold
LD-2595,CH-8,  Wonka lead38  ,  lead2594@sales.net  ,2025-09-03,warm
LD-2596,CH-1,Globex lead39,lead2595@sales.net,22-08-2025,cold
LD-2597,CH-8,Stark Industries lead40,LEAD2596@SALES.NET,2025-05-07,warm
LD-2598,CH-7,Wonka lead41,lead2597@sales.net,2025-06-21,hot
LD-2599,CH-6,Initech lead42,  lead2598@sales.net  ,01/13/2026,HOT
LD-2600,CH-4,Dunder Mifflin lead43,lead2599@prospect.com,06-09-2026,cold
LD-2601,CH-3,Vandelay lead44,lead2600@sales.net,2025-08-28,hot
LD-2602,CH-3,Hooli lead45,LEAD2601@PROSPECT.COM,2026-03-24,hot
LD-2603,CH-7,VANDELAY LEAD46,  lead2602@sales.net  ,2026-06-27,cold
LD-2604,CH-5,Oscorp lead47,LEAD2603@LEADS.IO,2025-03-06,HOT
LD-2605,CH-1,Dunder Mifflin lead48,lead2604@sales.net,06/07/2026,HOT
LD-2606,CH-1,  Tyrell Corp lead49  ,  lead2605@leads.io  ,2026-06-06,hot
LD-2607,CH-2,Wonka lead50,lead2606@sales.net,2025-02-10,cold
LD-2608,CH-3,WONKA LEAD51,lead2607@leads.io,2026-01-23,warm
LD-2609,CH-5,Globex lead52,  lead2608@leads.io  ,14-03-2026,warm
LD-2610,CH-2,Acme Corp lead53,LEAD2609@SALES.NET,09/27/2025,HOT
LD-2611,CH-3,  Wayne Enterprises lead54  ,LEAD2610@SALES.NET,10/23/2026,warm
LD-2612,CH-4,pied piper lead55,lead2611@prospect.com,2025-02-21,warm
LD-2613,CH-4,Wayne Enterprises lead56,  lead2612@prospect.com  ,2026-01-02,hot
LD-2614,CH-6,umbrella co lead57,lead2613@sales.net,2025-11-15,cold
LD-2615,CH-5,HOOLI LEAD58,  lead2614@leads.io  ,2025-09-08,warm
LD-2616,CH-6,  Wonka lead59  ,  lead2615@prospect.com  ,09-02-2025,cold
LD-2617,CH-4,Stark Industries lead60,lead2616@prospect.com,2026-04-11,hot
LD-2618,CH-6,Stark Industries lead61,lead2617@prospect.com,09/05/2025,hot
LD-2619,CH-5,Globex lead62,lead2618@leads.io,09/19/2025,hot
LD-2620,CH-1,LexCorp lead63,lead2619@prospect.com,11/09/2026,cold
LD-2621,CH-7,ACME CORP LEAD64,lead2620@leads.io,2026-08-16,HOT
LD-2622,CH-3,BLACK MESA LEAD65,  lead2621@prospect.com  ,07/09/2026,HOT
LD-2623,CH-5,INITECH LEAD66,  lead2622@leads.io  ,01/10/2026,HOT
LD-2624,CH-1,Blue Sun lead67,lead2623@leads.io,28-02-2025,warm
LD-2625,CH-3,  Massive Dynamic lead68  ,lead2624@leads.io,12/04/2026,cold
LD-2626,CH-7,Stark Industries lead69,lead2625@prospect.com,2025-03-07,HOT
LD-2627,CH-5,Vandelay lead70,lead2626@leads.io,2025-06-28,warm
LD-2628,CH-8,Globex lead0,  lead2627@sales.net  ,2026-03-15,cold
LD-2629,CH-8,Pied Piper lead1,  lead2628@sales.net  ,24-07-2026,HOT
LD-2630,CH-3,Vandelay lead2,lead2629@prospect.com,2025-12-08,HOT
LD-2631,CH-7,Tyrell Corp lead3,lead2630@prospect.com,03-05-2025,HOT
LD-2632,CH-8,DUNDER MIFFLIN LEAD4,  lead2631@prospect.com  ,04/07/2026,cold
LD-2633,CH-6,Acme Corp lead5,lead2632@prospect.com,2025-11-24,warm
LD-2634,CH-3,  Massive Dynamic lead6  ,LEAD2633@PROSPECT.COM,09/23/2026,warm
LD-2635,CH-6,Umbrella Co lead7,lead2634@sales.net,2026-07-28,warm
LD-2636,CH-1,  Tyrell Corp lead8  ,  lead2635@prospect.com  ,2025-12-13,cold
LD-2637,CH-8,Dunder Mifflin lead9,lead2636@leads.io,04-01-2025,HOT
LD-2638,CH-6,BLACK MESA LEAD10,lead2637@sales.net,01/25/2026,cold
LD-2639,CH-4,Cyberdyne lead11,lead2638@sales.net,2026-03-08,hot
LD-2640,CH-3,Pied Piper lead12,lead2639@prospect.com,2026-02-03,hot
LD-2641,CH-7,Wonka lead13,  lead2640@prospect.com  ,2025-10-20,HOT
LD-2642,CH-1,cyberdyne lead14,LEAD2641@LEADS.IO,02/10/2026,warm
LD-2643,CH-5,LEXCORP LEAD15,LEAD2642@PROSPECT.COM,12/23/2025,hot
LD-2644,CH-4,MASSIVE DYNAMIC LEAD16,lead2643@sales.net,2025-02-28,warm
LD-2645,CH-3,Oscorp lead17,lead2644@leads.io,2025-02-19,cold
LD-2646,CH-3,  Stark Industries lead18  ,lead2645@leads.io,2025-03-14,HOT
LD-2647,CH-4,Dunder Mifflin lead19,lead2646@leads.io,2025-03-04,hot
LD-2648,CH-8,umbrella co lead20,LEAD2647@PROSPECT.COM,05/03/2025,cold
LD-2649,CH-5,PIED PIPER LEAD21,  lead2648@prospect.com  ,01/02/2026,hot
LD-2650,CH-4,Blue Sun lead22,lead2649@sales.net,12/26/2026,cold
LD-2651,CH-3,Umbrella Co lead23,lead2650@prospect.com,10-07-2025,cold
LD-2652,CH-1,BLUE SUN LEAD24,lead2651@leads.io,2025-08-21,cold
LD-2653,CH-6,CYBERDYNE LEAD25,lead2652@sales.net,01/24/2025,cold
LD-2654,CH-4,Globex lead26,lead2653@leads.io,2026-02-24,warm
LD-2655,CH-1,  Oscorp lead27  ,lead2654@sales.net,2026-07-04,warm
LD-2656,CH-6,Acme Corp lead28,  lead2655@sales.net  ,2026-11-12,hot
LD-2657,CH-4,VANDELAY LEAD29,  lead2656@sales.net  ,2026-12-25,hot
LD-2658,CH-3,Umbrella Co lead30,lead2657@prospect.com,08/24/2026,hot
LD-2659,CH-8,LexCorp lead31,lead2658@leads.io,12/01/2025,warm
LD-2660,CH-7,hooli lead32,LEAD2659@PROSPECT.COM,2026-03-11,warm
LD-2661,CH-1,Umbrella Co lead33,  lead2660@prospect.com  ,2025-12-19,warm
LD-2662,CH-5,Dunder Mifflin lead34,lead2661@sales.net,2025-01-09,HOT
LD-2663,CH-2,ACME CORP LEAD35,LEAD2662@PROSPECT.COM,2026-01-28,warm
LD-2664,CH-2,Initech lead36,lead2663@sales.net,17-03-2026,warm
LD-2665,CH-3,Cyberdyne lead37,lead2664@sales.net,2026-09-25,cold
LD-2666,CH-2,  Weyland-Yutani lead38  ,lead2665@leads.io,12/11/2026,hot
LD-2667,CH-7,Acme Corp lead39,LEAD2666@SALES.NET,2026-08-02,hot
LD-2668,CH-5,  Vandelay lead40  ,LEAD2667@LEADS.IO,03-05-2025,cold
LD-2669,CH-3,Aperture lead41,lead2668@prospect.com,2026-07-21,cold
LD-2670,CH-5,Aperture lead42,LEAD2669@PROSPECT.COM,04/07/2025,warm
LD-2671,CH-8,Black Mesa lead43,lead2670@leads.io,11/16/2026,cold
LD-2672,CH-8,APERTURE LEAD44,lead2671@sales.net,2026-11-04,warm
LD-2673,CH-3,CYBERDYNE LEAD45,lead2672@leads.io,2025-04-09,warm
LD-2674,CH-3,massive dynamic lead46,  lead2673@sales.net  ,2026-05-25,warm
LD-2675,CH-4,Hooli lead47,LEAD2674@LEADS.IO,2025-06-06,hot
LD-2676,CH-2,Vandelay lead48,LEAD2675@PROSPECT.COM,2025-12-23,hot
LD-2677,CH-6,wayne enterprises lead49,LEAD2676@PROSPECT.COM,2026-05-20,warm
LD-2678,CH-6,  Weyland-Yutani lead50  ,lead2677@sales.net,2025-07-14,HOT
LD-2679,CH-1,massive dynamic lead51,lead2678@sales.net,17-07-2025,cold
LD-2680,CH-7,HOOLI LEAD52,lead2679@leads.io,02/20/2026,cold
LD-2681,CH-7,Vandelay lead53,LEAD2680@LEADS.IO,07/03/2026,hot
LD-2682,CH-5,Pied Piper lead54,LEAD2681@PROSPECT.COM,03-10-2026,cold
LD-2683,CH-1,  Blue Sun lead55  ,lead2682@prospect.com,02/05/2025,HOT
LD-2684,CH-3,Aperture lead56,LEAD2683@LEADS.IO,2026-02-16,cold
LD-2685,CH-3,  Cyberdyne lead57  ,lead2684@prospect.com,04/26/2026,warm
LD-2686,CH-6,Vandelay lead58,lead2685@leads.io,2026-05-24,cold
LD-2687,CH-7,Weyland-Yutani lead59,  lead2686@sales.net  ,2026-08-28,HOT
LD-2688,CH-6,Acme Corp lead60,  lead2687@leads.io  ,2026-09-11,hot
LD-2689,CH-6,VANDELAY LEAD61,lead2688@sales.net,2025-04-20,hot
LD-2690,CH-8,Umbrella Co lead62,  lead2689@prospect.com  ,12/05/2025,hot
LD-2691,CH-2,LexCorp lead63,lead2690@leads.io,2025-07-02,warm
LD-2692,CH-3,  Initech lead64  ,LEAD2691@SALES.NET,05/09/2025,hot
LD-2693,CH-1,LexCorp lead65,lead2692@leads.io,26-02-2025,hot
LD-2694,CH-7,tyrell corp lead66,lead2693@prospect.com,2025-10-27,cold
LD-2695,CH-6,Dunder Mifflin lead67,LEAD2694@SALES.NET,2026-11-11,hot
LD-2696,CH-5,BLACK MESA LEAD68,lead2695@sales.net,2025-08-08,cold
LD-2697,CH-6,HOOLI LEAD69,lead2696@leads.io,28-10-2026,warm
LD-2698,CH-5,LexCorp lead70,lead2697@leads.io,19-02-2025,HOT
LD-2699,CH-5,Umbrella Co lead0,lead2698@leads.io,2026-09-02,cold
LD-2700,CH-6,Cyberdyne lead1,lead2699@leads.io,07/01/2026,hot
LD-2701,CH-6,Massive Dynamic lead2,lead2700@sales.net,2026-06-04,warm
LD-2702,CH-3,aperture lead3,  lead2701@prospect.com  ,28-04-2025,HOT
LD-2703,CH-1,Hooli lead4,  lead2702@leads.io  ,2026-11-27,cold
LD-2704,CH-2,Hooli lead5,LEAD2703@LEADS.IO,06/16/2025,HOT
LD-2705,CH-2,Weyland-Yutani lead6,lead2704@leads.io,12-09-2026,warm
LD-2706,CH-4,blue sun lead7,lead2705@leads.io,2026-07-25,HOT
LD-2707,CH-2,Initech lead8,lead2706@leads.io,03/06/2025,HOT
LD-2708,CH-1,aperture lead9,lead2707@prospect.com,2026-11-04,warm
LD-2709,CH-5,Pied Piper lead10,lead2708@prospect.com,11/17/2025,HOT
LD-2710,CH-8,Black Mesa lead11,lead2709@leads.io,2026-08-02,hot
LD-2711,CH-6,LexCorp lead12,LEAD2710@SALES.NET,06/24/2026,HOT
LD-2712,CH-6,  Wayne Enterprises lead13  ,LEAD2711@LEADS.IO,07/02/2026,HOT
LD-2713,CH-1,APERTURE LEAD14,  lead2712@prospect.com  ,05/21/2026,cold
LD-2714,CH-5,Black Mesa lead15,  lead2713@sales.net  ,2025-12-04,warm
LD-2715,CH-4,Oscorp lead16,lead2714@leads.io,2026-10-07,cold
LD-2716,CH-7,Dunder Mifflin lead17,LEAD2715@SALES.NET,09/28/2025,HOT
LD-2717,CH-7,Black Mesa lead18,LEAD2716@SALES.NET,2026-04-05,cold
LD-2718,CH-8,LexCorp lead19,lead2717@prospect.com,09/23/2026,warm
LD-2719,CH-5,Wayne Enterprises lead20,  lead2718@leads.io  ,06-12-2025,HOT
LD-2720,CH-4,Wonka lead21,lead2719@sales.net,2026-07-17,warm
LD-2721,CH-3,Tyrell Corp lead22,lead2720@prospect.com,17-09-2026,warm
LD-2722,CH-2,UMBRELLA CO LEAD23,lead2721@sales.net,11-07-2025,HOT
LD-2723,CH-6,Blue Sun lead24,LEAD2722@SALES.NET,2025-09-18,cold
LD-2724,CH-2,  Vandelay lead25  ,lead2723@sales.net,19-02-2025,warm
LD-2725,CH-6,Wonka lead26,lead2724@prospect.com,18-08-2026,HOT
LD-2726,CH-1,GLOBEX LEAD27,lead2725@leads.io,2025-02-28,cold
LD-2727,CH-2,Black Mesa lead28,LEAD2726@PROSPECT.COM,19-05-2025,cold
LD-2728,CH-3,Dunder Mifflin lead29,lead2727@leads.io,16-07-2026,hot
LD-2729,CH-7,Vandelay lead30,LEAD2728@LEADS.IO,2026-07-13,cold
LD-2730,CH-2,MASSIVE DYNAMIC LEAD31,  lead2729@leads.io  ,08-07-2025,warm
LD-2731,CH-8,LexCorp lead32,lead2730@leads.io,2026-02-15,HOT
LD-2732,CH-7,DUNDER MIFFLIN LEAD33,lead2731@leads.io,2025-08-14,cold
LD-2733,CH-3,Aperture lead34,lead2732@prospect.com,15-05-2026,cold
LD-2734,CH-6,  Hooli lead35  ,lead2733@sales.net,12/19/2025,hot
LD-2735,CH-2,Tyrell Corp lead36,LEAD2734@SALES.NET,13-04-2025,hot
LD-2736,CH-1,Pied Piper lead37,lead2735@prospect.com,05/04/2025,HOT
LD-2737,CH-7,  LexCorp lead38  ,LEAD2736@LEADS.IO,06-12-2026,cold
LD-2738,CH-2,WONKA LEAD39,lead2737@prospect.com,2026-10-21,cold
LD-2739,CH-2,  Massive Dynamic lead40  ,lead2738@leads.io,2026-10-09,cold
LD-2740,CH-5,Wayne Enterprises lead41,lead2739@leads.io,07-12-2026,cold
LD-2741,CH-4,DUNDER MIFFLIN LEAD42,LEAD2740@SALES.NET,2025-09-26,warm
LD-2742,CH-8,Tyrell Corp lead43,LEAD2741@LEADS.IO,2025-10-14,warm
LD-2743,CH-8,LEXCORP LEAD44,LEAD2742@PROSPECT.COM,2026-06-24,hot
LD-2744,CH-7,pied piper lead45,lead2743@prospect.com,10/24/2026,cold
LD-2745,CH-1,Massive Dynamic lead46,lead2744@leads.io,2026-06-05,HOT
LD-2746,CH-7,Blue Sun lead47,lead2745@leads.io,01/20/2025,hot
LD-2747,CH-3,aperture lead48,lead2746@sales.net,2025-01-22,warm
LD-2748,CH-3,Tyrell Corp lead49,lead2747@leads.io,2026-05-13,hot
LD-2749,CH-2,BLUE SUN LEAD50,LEAD2748@LEADS.IO,08/11/2025,cold
LD-2750,CH-3,Tyrell Corp lead51,LEAD2749@LEADS.IO,2026-02-03,warm
LD-2751,CH-3,  Tyrell Corp lead52  ,lead2750@sales.net,2025-07-28,HOT
LD-2752,CH-3,  Aperture lead53  ,LEAD2751@PROSPECT.COM,03/14/2026,warm
LD-2753,CH-6,Weyland-Yutani lead54,  lead2752@leads.io  ,02-08-2026,HOT
LD-2754,CH-2,Stark Industries lead55,lead2753@prospect.com,04/16/2025,hot
LD-2755,CH-6,Dunder Mifflin lead56,lead2754@leads.io,18-04-2025,warm
LD-2756,CH-3,Vandelay lead57,lead2755@prospect.com,09-10-2026,HOT
LD-2757,CH-2,dunder mifflin lead58,lead2756@sales.net,2026-04-15,hot
LD-2758,CH-8,oscorp lead59,lead2757@sales.net,17-07-2026,HOT
LD-2759,CH-4,LEXCORP LEAD60,lead2758@sales.net,05/11/2026,warm
LD-2760,CH-4,ACME CORP LEAD61,  lead2759@leads.io  ,2026-09-16,cold
LD-2761,CH-3,LexCorp lead62,lead2760@leads.io,2025-11-09,hot
LD-2762,CH-5,Dunder Mifflin lead63,  lead2761@prospect.com  ,02/06/2026,cold
LD-2763,CH-3,Vandelay lead64,  lead2762@prospect.com  ,2025-03-09,HOT
LD-2764,CH-2,  Globex lead65  ,lead2763@sales.net,2026-08-04,cold
LD-2765,CH-7,Wonka lead66,lead2764@prospect.com,24-07-2026,hot
LD-2766,CH-4,  Umbrella Co lead67  ,  lead2765@sales.net  ,2025-05-26,hot
LD-2767,CH-7,Blue Sun lead68,  lead2766@sales.net  ,18-08-2026,cold
LD-2768,CH-7,Stark Industries lead69,  lead2767@leads.io  ,27-03-2025,warm
LD-2769,CH-5,  Cyberdyne lead70  ,  lead2768@prospect.com  ,18-02-2026,HOT
LD-2770,CH-8,  Blue Sun lead0  ,lead2769@sales.net,02/24/2026,cold
LD-2771,CH-1,Pied Piper lead1,  lead2770@prospect.com  ,06/04/2025,hot
LD-2772,CH-8,  LexCorp lead2  ,lead2771@leads.io,02/11/2025,warm
LD-2773,CH-7,Massive Dynamic lead3,LEAD2772@LEADS.IO,2025-02-13,warm
LD-2774,CH-4,Stark Industries lead4,lead2773@prospect.com,2025-06-06,warm
LD-2775,CH-8,Vandelay lead5,lead2774@leads.io,01/25/2026,HOT
LD-2776,CH-5,  Initech lead6  ,lead2775@sales.net,06/17/2026,cold
LD-2777,CH-4,  Tyrell Corp lead7  ,LEAD2776@PROSPECT.COM,2025-05-07,hot
LD-2778,CH-6,APERTURE LEAD8,lead2777@sales.net,2025-03-26,warm
LD-2779,CH-4,Aperture lead9,lead2778@sales.net,2026-01-16,HOT
LD-2780,CH-2,  Stark Industries lead10  ,  lead2779@sales.net  ,09/10/2025,cold
LD-2781,CH-7,  Blue Sun lead11  ,lead2780@sales.net,01/04/2025,hot
LD-2782,CH-6,Cyberdyne lead12,lead2781@sales.net,2026-11-09,warm
LD-2783,CH-5,Pied Piper lead13,lead2782@prospect.com,2025-01-24,cold
LD-2784,CH-1,Weyland-Yutani lead14,  lead2783@sales.net  ,2026-07-06,hot
LD-2785,CH-4,LEXCORP LEAD15,lead2784@prospect.com,06/17/2026,hot
LD-2786,CH-8,Pied Piper lead16,lead2785@prospect.com,2026-02-22,HOT
LD-2787,CH-5,LexCorp lead17,  lead2786@prospect.com  ,2026-12-15,warm
LD-2788,CH-2,Stark Industries lead18,lead2787@prospect.com,2025-02-25,cold
LD-2789,CH-7,Acme Corp lead19,lead2788@sales.net,07-10-2025,HOT
LD-2790,CH-5,  Tyrell Corp lead20  ,lead2789@prospect.com,01/09/2026,cold
LD-2791,CH-5,Initech lead21,LEAD2790@LEADS.IO,18-12-2026,warm
LD-2792,CH-5,Initech lead22,lead2791@prospect.com,2026-11-24,cold
LD-2793,CH-2,  Tyrell Corp lead23  ,lead2792@leads.io,18-12-2025,cold
LD-2794,CH-3,acme corp lead24,  lead2793@sales.net  ,2026-03-01,warm
LD-2795,CH-3,Wayne Enterprises lead25,lead2794@prospect.com,10-06-2025,cold
LD-2796,CH-7,  Umbrella Co lead26  ,lead2795@sales.net,2025-09-02,warm
LD-2797,CH-4,Black Mesa lead27,lead2796@prospect.com,10/14/2025,HOT
LD-2798,CH-1,aperture lead28,  lead2797@leads.io  ,13-11-2026,HOT
LD-2799,CH-6,Hooli lead29,LEAD2798@SALES.NET,2025-04-23,warm
LD-2800,CH-5,BLACK MESA LEAD30,LEAD2799@SALES.NET,16-08-2026,cold
LD-2801,CH-1,  Stark Industries lead31  ,LEAD2800@LEADS.IO,2025-01-13,HOT
LD-2802,CH-3,Acme Corp lead32,lead2801@prospect.com,2026-07-27,warm
